Name,Type,Move Power,Move Time,PP,Duration,Range,Description,Scaling,Save
Follow Me,Normal,WIS CHA ,1 reaction,5,Instantaneous,50ft,You act quickly to entice an enemy to attack you. When a creature in range activates a Move that directly targets another creature_ you may use your reaction to force the creature to make a CHA save against your Move DC. On a fail_ the Move must target you instead. If you are out of range of the Move_ the creature must use their remaining movement to move in a straight line towards you before making the attack (does not provoke attacks of opportunity). If you are still out of range_ the move automatically fails.,Missing,CHA
Force Palm,Fighting,STR ,1 action,5,Instantaneous,Melee_ 20ft,You thrust your palm outward with such strength that a shockwave is sent towards a creature. Make a ranged or melee attack roll_ depending on your target. If used as a melee attack_ deal fighting damage on a hit. On a natural attack roll of 16 or higher_ the target is paralyzed. If used as a ranged attack_ the damage is halved with no chance to paralyze.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 5d4 at level 10_ and 4d8 at level 17.,Missing
Foresight,Normal,Missing,1 bonus action,15,Instantaneous,Self,You grant yourself a brief but incredible sixth sense. On the next ghost-_ normal-_ or fighting-type move you activate_ ignore any immunities of the target creature(s) granted by their Pok̩mon type. If the target's secondary type gives it vulnerability or resistance to the attack_ it follows the secondary type for that effect.,Missing,Missing
Forest's Curse,Grass,CON WIS ,1 action,5,3 rounds,30ft,You summon the energy of the forest to change the type of another creature. Force a creature in range to make a CON save against your Move DC. On a failure_ its type is changed to Grass through their next three turns in battle.,Missing,CON
Foul Play,Dark,STR WIS ,1 action,5,Instantaneous,Melee,You turn a creature's own power against it. Make a melee attack roll using your MOVE power. On a hit_ the target takes an amount of dark damage equal to + the target's level.,Higher Levels: The damage dice roll for this move changes to 2d10 at level 5_ 3d10 at level 10_ and 4d12 at level 17.,Missing
Freeze Shock,Ice,DEX ,1 action_ charge,3,1 round_ Concentration,50ft,When you use this move_ you charge up a ball of rock-hard ice. On your next turn's action_ if you keep your concentration_ you fire your electrically charged ice at a creature. Make a ranged attack roll_ dealing ice damage on a hit. On natural attack rolls of 15 or more_ the target is paralyzed.,Higher Levels: The damage dice roll for this move changes to 5d6 at level 5_ 4d12 at level 10_ and 8d8 at level 17.,Missing
Freeze-Dry,Ice,STR DEX ,1 action,10,Instantaneous,20ft,You unleash a freezing cold air that rapidly chills a creature in range. Make a ranged attack on a creature_ dealing ice damage on a hit. On a natural attack roll of 19 or 20_ the target is frozen. This move deals super effective damage to water-type creatures. If the target's secondary type is resistant to ice damage_ this move deals standard damage instead.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 2d12 at level 10_ and 6d6 at level 17.,Missing
Frenzy Plant,Grass,DEX ,1 action_ recharge,3,Instantaneous,Self (15ft radius),You summon a whirlwind of jagged branches and razor sharp leaves that batter all creatures in a 30 foot circle_ centered on you. All creature caught in the flurry must make a DEX saving throw against your Move DC_ taking grass damage on a failure_ and half as much on a success. This move saps you of energy_ and may not activate it again until after the end of your next turn.,Higher Levels: The damage dice roll for this move changes to 5d6 at level 5_ 4d12 at level 10_ and 8d8 at level 17.,DEX
Frost Breath,Ice,CON DEX ,1 action,5,Instantaneous,15ft,You blow a gust of freezing cold air at a creature in range. Make a ranged attack roll_ dealing ice damage on a hit. This move scores a critical hit on natural attack rolls of 16 and higher.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 2d12 at level 10_ and 6d6 at level 17.,Missing
Frustration,Normal,STR ,1 action,10,Instantaneous,Melee,You lash out at a creature_ venting your frustration at your trainer. Make a melee attack roll against a creature_ doing normal damage on a hit. When you make this attack_ add an additional bonus to hit and damage equal to the number of levels you are below zero on the Loyalty Chart. This move bypasses the Loyalty penalty roll_ except for uncontrollable creatures based on SR limitations.,Higher Levels: The damage dice roll for this move changes to 1d10 at level 5_ 2d8 at level 10_ and 5d4 at level 17.,Missing
Fury Attack,Normal,STR DEX ,1 action,10,Instantaneous,Melee,You reach out and unleash relentless strikes against a creature. Make a melee attack roll_ doing normal damage on a hit. After successfully hitting a target_ roll a d4. On a result of 3 or 4_ you may immediately hit again for an additional normal damage. Continue this process until you fail to roll a 3 or 4 on the d4 roll_ up to a maximum of four additional hits.,Higher Levels: The damage dice rolls for this move change to 1d6 at level 5_ 1d8 at level 10_ and 2d6 at level 17.,Missing
Fury Cutter,Bug,STR DEX ,1 action,10,Instantaneous,Melee,You unleash series of cuts against a creature that increase in strength. When you activate this move_ make a melee attack on a target in range_ doing bug damage on a hit. If you use this move on your turn in consecutive rounds_ double the dice roll for damage each time you hit. The multiplier maxes out at 8x the original damage. The damage resets if any of the attacks miss_ or if you are incapacitated.,Higher Levels: The damage dice rolls for this move change to 1d6 at level 5_ 1d8 at level 10_ and 2d6 at level 17.,Missing
Fury Swipes,Normal,STR DEX ,1 action,10,Instantaneous,Melee,You reach out and unleash relentless claw attacks against a creature. Make a melee attack roll_ doing normal damage on a hit. After successfully hitting a target_ roll a d4. On a result of 3 or 4_ you may immediately hit again for an additional normal damage. Continue this process until you fail to roll a 3 or 4 on the d4 roll_ up to a maximum of four additional hits.,Higher Levels: The damage dice roll for this move changes to 1d6 at level 5_ 1d8 at level 10_ and 2d6 at level 17.,Missing
Fusion Bolt,Electric,STR ,1 action,3,Instantaneous,100ft,You summon a gigantic lightning bolt that strikes down from the heavens in a 60 foot circle_ centered on a point within range. All creatures caught in the blast must make a DEX save against your Move DC_ taking electric damage on a failure_ or half as much on a success. If Fusion Flare was already used this round_ double the damage dealt.,Higher Levels: The damage dice roll for this move changes to 4d10 at level 5_ 6d10 at level 10_ and 8d12 at level 17.,DEX
Fusion Flare,Fire,STR ,1 action,3,Instantaneous,100ft,You summon a gigantic fireball that strikes down from the heavens in a 60 foot circle_ centered on a point within range. All creatures caught in the blast must make a DEX save against your Move DC_ taking fire damage on a failure_ or half as much on a success. If Fusion Bolt was already used this round_ double the damage dealt. Fusion Flare may be used to thaw out the user from the frozen status before attacking.,Higher Levels: The damage dice roll for this move changes to 4d10 at level 5_ 6d10 at level 10_ and 8d12 at level 17.,DEX
Future Sight,Psychic,DEX WIS ,1 action,10,3 rounds_ Concentration,30ft,You save an attack to unleash at a later time. When you activate this move_ you may choose to attack on this turn_ or delay the attack. You may use the attack as a free action at any time during the next three rounds. When you make the attack_ make a ranged attack roll_ dealing psychic damage on a hit.,Higher Levels: The damage dice roll for this move changes to 3d8 at level 5_ 4d10 at level 10_ and 7d8 at level 17.,Missing
Gastro Acid,Poison,DEX CON ,1 action,5,1 minute,20ft,You hurl stomach acid towards a target. Make a ranged attack. On a hit_ the target is covered in the disgusting substance and cannot benefit from the effect of any of its abilities for the duration.,Missing,Missing
Gear Grind,Steel,STR DEX ,1 action,10,Instantaneous,40ft,You send a pair of steel gears at a target(s) in range. Make two ranged attacks_ dealing steel damage with each hit.,Higher Levels: The damage dice roll for this move changes to 2d6 at level 5_ 4d4 at level 10_ and 3d10 at level 17.,Missing
Gear Up,Steel,Missing,1 action,15,1 minute_ Concentration,30ft,You engage your gears to raise the attack of ally creatures in range with the Plus or Minus ability. While you maintain your concentration_ Pok̩mon under the affects of Gear Up have advantage on all attack rolls.,Missing,Missing
Geomancy,Fairy,Missing,1 action,5,3 rounds_ Concentration,Self,You spend time to absorb the natural energy around you_ sharply increasing your effect in battle. When you activate this move_ your speed increases by 10 feet and all of your attacks and saving throws are rolled with advantage for three rounds.,Missing,Missing
Giga Drain,Grass,STR DEX ,1 action,5,Instantaneous,50ft,You attempt to drain the life force of a target. Make a ranged attack on a target_ doing grass damage on a hit. Half of the damage dealt is restored to the user.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 2d12 at level 10_ and 6d6 at level 17.,Missing
Giga Impact,Normal,STR ,1 action_ recharge,3,Instantaneous,Melee,You charge at a creature with every ounce of your power. Make a melee attack_ dealing normal damage on a hit. This move cannot be used on consecutive turns by the same creature.,Higher Levels: The damage dice roll for this move changes to 5d6 at level 5_ 4d12 at level 10_ and 8d8 at level 17.,Missing
Glaciate,Ice,DEX ,1 action,5,Instantaneous,20ft,You blow a wind of freezing cold air at a creature in range. Make a ranged attack roll_ dealing ice damage on a hit. On a hit_ reduce the target's speed by 5 feet. A target reduced to a speed of 0 in this manner becomes frozen. The target may use an action at any time (before becoming frozen) to warm its body_ resetting its speed.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 5d4 at level 10_ and 4d8 at level 17.,Missing
Glare,Normal,STR CHA ,1 action,10,1 minute,60ft,You stare into the depths of a creature's eyes with intense ferocity. The creature must make a WIS saving throw against your Move DC or become frightened for the duration. A creature frightened in this way must make a WIS save against your Move DC at the end of each of its turns to remove the effect.,Missing,WIS
Grass Knot,Grass,DEX ,1 action,10,Instantaneous,30ft,You attempt to ensnare a creature with vines that sprout from the ground_ causing it to trip. Make a ranged attack_ dealing grass damage on a hit. If the targets size is Large or bigger_ double the dice roll for the damage. On a natural attack roll of 19 or 20_ the target falls prone.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 5d4 at level 10_ and 4d8 at level 17.,Missing
